track_id,artist_id,audio_path,text,split,y_genre,y_tags,y_valence,y_arousal,duration_s
musiccaps_-5FoeegAgvU_230_240,yt_-5FoeegAgvU,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-5FoeegAgvU_230_240.mp3,The instrumental music features an ensemble that resembles the orchestra. The melody is being played by a brass section while strings provide harmonic accompaniment. At the end of the music excerpt one can hear a double bass playing a long note and then a percussive noise.,test,-1,"[""brass"", ""double bass"", ""strings"", ""instrumental"", ""no voice"", ""percussion""]",,,10.0
musiccaps_-5f6hjZf9Yw_30_40,yt_-5f6hjZf9Yw,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-5f6hjZf9Yw_30_40.mp3,This folk song features a male voice singing the main melody in an emotional mood. This is accompanied by an accordion playing fills in the background. A violin plays a droning melody. There is no percussion in this song. This song can be played at a Central Asian classical concert.,train,-1,"[""folk music"", ""rubab"", ""male voice"", ""slow tempo"", ""emotional song"", ""low quality audio"", ""violin"", ""accordion""]",,,10.0
musiccaps_-5xOcMJpTUk_70_80,yt_-5xOcMJpTUk,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-5xOcMJpTUk_70_80.mp3,"A male guitarist plays the guitar and speaks about technique in this online video tutorial. The male voice is strong and commanding, along with guitar string twang sounds, clearly demonstrating the technique. The audio quality is mediocre.",train,-1,"[""guitarist"", ""male talking"", ""twang sounds"", ""mediocre audio quality"", ""guitar string tones"", ""guitar technique"", ""fretboard sounds"", ""guitar demo"", ""online guitar lessons"", ""home music video"", ""youtube tutorial"", ""bas]d audio quality"", ""humming noise"", ""energetic"", ""passionate"", ""spirited okay"", ""strong voice"", ""ambient room noises""]",,,10.0
musiccaps_-6HBGg1cAI0_30_40,yt_-6HBGg1cAI0,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-6HBGg1cAI0_30_40.mp3,This middle eastern folk song features a male voice. This is accompanied by a string instrument called the oud playing the melody in between lines. A variety of middle-eastern percussion instruments are played in the background. A tambourine is played on every count. A darbuka plays a simple beat. This folk song can be played in a movie scene set in a Moroccan market.,test,-1,"[""folk song"", ""traditional song"", ""middle eastern song"", ""male voice"", ""darbuka"", ""oud instrument"", ""moderate tempo"", ""middle eastern instruments""]",,,10.0
musiccaps_-6QGvxvaTkI_280_290,yt_-6QGvxvaTkI,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-6QGvxvaTkI_280_290.mp3,"The low quality recording features a live performance of a traditional song and it consists of an echoing male vocal singing over acoustic strings melody, plucked strings melody and wooden percussion. There is a crowd chattering noise in the background. The recording is a bit noisy and it sounds passionate.",train,-1,"[""low quality"", ""echoing male vocal"", ""acoustic strings melody"", ""crowd chattering"", ""wooden percussions"", ""plucked strings melody"", ""live performance"", ""traditional"", ""noisy"", ""passionate""]",,,10.0
musiccaps_-6pcgdLfb_A_110_120,yt_-6pcgdLfb_A,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-6pcgdLfb_A_110_120.mp3,This is an R&B/soul music piece. There is a male vocalist singing melodically and in a sensual manner over multiple tracks. The melody of the beat is provided by a string sample. There is a strong bass sound in the piece. The rhythm is provided by a groovy electronic drum beat. There is an urban feel to this piece. It could be used in the soundtrack of a TV series where two characters are sharing intimate moments.,train,-1,"[""r&b"", ""soul"", ""male vocal"", ""melodic singing"", ""strings sample"", ""strong bass"", ""electronic drums"", ""sensual"", ""groovy"", ""urban""]",,,10.0
musiccaps_-7B9tPuIP-w_450_460,yt_-7B9tPuIP-w,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-7B9tPuIP-w_450_460.mp3,"A male voice narrates a monologue to the rhythm of a song in the background. The song is fast tempo with enthusiastic drumming, groovy bass lines,cymbal ride, keyboard accompaniment ,electric guitar and animated vocals. The song plays softly  in the background as the narrator speaks and burgeons when he stops. The song is a classic Rock and Roll and the narration is a Documentary.",test,-1,"[""male vocalist"", ""medium fast tempo"", ""monologue"", ""background music"", ""hit songs"", ""retro"", ""narrator"", ""narration"", ""documentary"", ""animated singing"", ""enthusiastic drumming"", ""cymbal ride"", ""electric guitar"", ""groovy bass lines"", ""rock and rock"", ""classic rock and rock"", ""muffled"", ""blues"", ""rock hits"", ""vocalisation""]",,,10.0
musiccaps_-7wUQP6G5EQ_30_40,yt_-7wUQP6G5EQ,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-7wUQP6G5EQ_30_40.mp3,"The low quality recording features a renaissance music that consists of soft wooden percussion and mellow, harmonized flute melody playing on top of it. The recording is a bit noisy, but it also sounds soulful, mellow, passionate, emotional and vintage - It really puts the listener in a period of renaissance.",train,-1,"[""low quality"", ""noisy"", ""renaissance music"", ""soft wooden percussions"", ""mellow harmonized flute melody"", ""mellow"", ""soulful"", ""passionate"", ""emotional"", ""vintage""]",,,10.0
musiccaps_-88me9bBzrk_30_40,yt_-88me9bBzrk,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-88me9bBzrk_30_40.mp3,Someone is playing a fast melody on a low bansuri flute along with someone playing tablas and a shrutibox in the background. This song may be playing at a live performance.,test,-1,"[""hindi"", ""tablas"", ""shrutibox"", ""bansuri flute"", ""medium tempo""]",,,10.0
musiccaps_-8C-gydUbR8_30_40,yt_-8C-gydUbR8,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-8C-gydUbR8_30_40.mp3,"A children’s choir sings this devotional melody. The song is medium tempo with a steady bass line, drumming rhythm and clapping percussion. The song is black gospel choral music played in front of a live congregation. The audio quality is very poor.",test,-1,"[""gospel music"", ""poor sound quality"", ""children choir"", ""medium tempo"", ""black gospel music"", ""distorted sound quality"", ""meditative"", ""devotional"", ""inspiring"", ""motivational"", ""christian contemporary music"", ""steady drumming rhythm"", ""groovy bass line"", ""keyboard harmony"", ""retro christian songs""]",,,10.0
musiccaps_-8cgbhIR_pw_30_40,yt_-8cgbhIR_pw,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-8cgbhIR_pw_30_40.mp3,"The low quality recording features a cover of a ballad song that consists of passionate, muddy male vocal singing over arpeggiated acoustic guitar melody. It sounds noisy, muddy and messy, as the frequencies are clashing, but it is also emotional and raw.",test,-1,"[""low quality"", ""passionate muddy male vocal"", ""arpeggiated acoustic guitar melody"", ""noisy"", ""muddy"", ""cover"", ""emotional"", ""ballad"", ""raw"", ""messy""]",,,10.0
musiccaps_-BHPu-dPmWQ_30_40,yt_-BHPu-dPmWQ,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-BHPu-dPmWQ_30_40.mp3,"The Alternative/Indie song features an intimate, widely spread, mixed vocals singing over noisy snare, punchy kick, wide tinny hi hats, electric guitar melody, synth lead melody and groovy bass guitar. At the end of the loop there is a short snare roll and some claps. It sounds easygoing and melancholic thanks to those vocals.",test,-1,"[""intimate wide mixed vocals"", ""synth lead melody"", ""punchy kick"", ""noisy snare"", ""claps"", ""groovy bass guitar"", ""tinny wide hi hats"", ""short snare roll"", ""alternative/indie"", ""electric guitar melody"", ""easygoing"", ""melancholic""]",,,10.0
musiccaps_-BIMKnb3tlo_410_420,yt_-BIMKnb3tlo,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-BIMKnb3tlo_410_420.mp3,"This is a Hindustani classical music piece. There is a harmonium playing the main tune. A bansuri joins in to play, supporting a melody every now and then. The rhythmic background consists of the tabla percussion and the electronic drums. The atmosphere of the piece is joyful.",train,-1,"[""hindustani classical music"", ""harmonium"", ""bansuri"", ""tabla"", ""electronic drums"", ""upbeat"", ""joyful""]",,,10.0
musiccaps_-Bu7YaslRW0_30_40,yt_-Bu7YaslRW0,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-Bu7YaslRW0_30_40.mp3,A synth pad is playing a drone sound in the lower mid range. Cymbals are creating atmosphere while a flute/string/brass sound is playing a melody. The whole recording is full of reverb. This song may be playing in a forest documentary.,test,-1,"[""atmospheric"", ""cinematic"", ""calming"", ""flute/string/brass sound"", ""cymbals"", ""synth pad drone"", ""slow tempo""]",,,10.0
musiccaps_-ByoSbgzr4M_0_10,yt_-ByoSbgzr4M,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-ByoSbgzr4M_0_10.mp3,"This clip is an electronic guitar instrumental. The tempo is fast with a vigorous, lively electric guitar lead without any instrumentation. The music is rapid,controlled, intense and vigorous with immense control and dexterity with the instrument.",test,-1,"[""instrumental"", ""electric guitar"", ""stringed instrument"", ""vibrato"", ""sonic power"", ""amplified guitar"", ""fast tempo"", ""rapid"", ""vigorous"", ""dexterous"", ""skilled"", ""practice"", ""intense"", ""rock"", ""hard rock"", ""home recording""]",,,10.0
musiccaps_-CUp_Tmg2Y0_30_40,yt_-CUp_Tmg2Y0,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-CUp_Tmg2Y0_30_40.mp3,"The low quality recording features a drum solo that consists of a double pedal kick, punchy snare, shimmering cymbals and boomy toms. It sounds energetic and manic, thanks to that kick pattern. The recording is mono and noisy.",train,-1,"[""low quality"", ""mono"", ""noisy"", ""drums solo"", ""double pedal kick"", ""punchy snare"", ""shimmering cymbals"", ""boomy toms"", ""energetic"", ""manic""]",,,10.0
musiccaps_-DeAdhYKbGE_290_300,yt_-DeAdhYKbGE,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-DeAdhYKbGE_290_300.mp3,"A bagpipe ensemble playing a quick melody in unison, employing trills to ornament it.",train,-1,"[""bagpipe ensemble"", ""unison melody"", ""drone"", ""quick melody"", ""trills"", ""ornamentation""]",,,10.0
musiccaps_-Dtir74TiUM_40_50,yt_-Dtir74TiUM,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-Dtir74TiUM_40_50.mp3,This is a drum & bass music piece. There is a constantly repeating hollering sample accompanied by rapid turntable scratching. A synth sound can be heard playing an ominous tune. The rhythmic background consists of a fast-tempo electronic drum beat. The atmosphere is energetic. This piece could be used in the soundtrack of a car racing game. It could also be playing at nightclubs during early-2000s themed parties.,train,-1,"[""drum & bass"", ""electronic dance music"", ""hollering sample"", ""scratching"", ""synth"", ""electronic drums"", ""upbeat"", ""energetic"", ""eerie""]",,,10.0
musiccaps_-EVRXQpt1-8_50_60,yt_-EVRXQpt1-8,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-EVRXQpt1-8_50_60.mp3,"Someone is playing a guitar-like instrument in a tremolo fashion along with someone playing a melody on a harp along with a bass playing the root note. A male voice is singing, sounding sad and sensitive. A backing voice that seems to be female is singing along, providing harmonies. This song may be playing in a dance performance.",test,-1,"[""oriental/ballad"", ""guitar like instrumental"", ""bass"", ""male voice singing"", ""female backing voice singing"", ""sad"", ""slow tempo"", ""harp""]",,,10.0
musiccaps_-FEPOSP7ay0_260_270,yt_-FEPOSP7ay0,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-FEPOSP7ay0_260_270.mp3,The low quality recording features loud bells and metallic squeaking sounds. The recording is mono and noisy.,val,-1,"[""loud bells impacts"", ""metallic squeaking sound"", ""low quality"", ""mono"", ""noisy""]",,,10.0
musiccaps_-FFx68qSAuY_190_200,yt_-FFx68qSAuY,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-FFx68qSAuY_190_200.mp3,This is a punk rock music piece. There are male vocals singing in a grunt-like manner. The melody is being played by an electric guitar while a bass guitar plays in the background. The rhythm consists of a slightly fast-paced rock acoustic drum beat. The piece has an aggressive atmosphere. It could be used in the soundtrack of an action-filled video game.,train,-1,"[""punk rock"", ""gothic rock"", ""male vocals"", ""grunt-like singing"", ""electric guitar"", ""bass guitar"", ""acoustic guitar"", ""hard-hitting"", ""aggressive""]",,,10.0
musiccaps_-FlvaZQOr2I_90_100,yt_-FlvaZQOr2I,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-FlvaZQOr2I_90_100.mp3,"The song is an instrumental. The song is medium tempo, with a horn and string section and a drum section playing to a crescendo, followed by a low frequency thumping rhythm. The song is an instrumental soundtrack for an animated show. The audio quality is poor.",train,-1,"[""building suspense"", ""cartoon show soundtrack"", ""story telling"", ""tense harmony"", ""drumming rolls"", ""poor audio quality"", ""instrumental music"", ""medium tempo"", ""suspense"", ""mystery"", ""string section harmony"", ""animated show"", ""horns playing to a crescendo"", ""poor audio quality"", ""low bass thumps""]",,,10.0
musiccaps_-Gf4Ihv1zwc_50_60,yt_-Gf4Ihv1zwc,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-Gf4Ihv1zwc_50_60.mp3,This is a Christmas music piece with heavy influences from Celtic music. There is a female vocalist singing melodically as the lead. The melodic background is provided by the strings and the piano and at the same time Celtic instruments that resemble a harp and a dulcimer. There is a calming and positive aura to this piece. It could be playing in the background at a Christmas party. It could also be used in Christmas-themed shows or social media content.,test,-1,"[""christmas"", ""festive"", ""celtic"", ""female vocal"", ""melodic singing"", ""strings"", ""piano"", ""harp"", ""dulcimer"", ""calming"", ""positive""]",,,10.0
musiccaps_-IZbvEO9wzU_30_40,yt_-IZbvEO9wzU,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-IZbvEO9wzU_30_40.mp3,This is a heavily edited version of a birthday song. The track has been transposed to make the original vocal sound like a little girl which resulted in a chipmunk vocal effect. The piano playing the melody and the electronic drum beat is at an irritatingly higher pitch than normal. This creates a bizarre atmosphere. It could be used in nightmare sequences in video games or TV shows.,test,-1,"[""jingle"", ""chipmunk vocal"", ""transposed instruments"", ""piano"", ""electronic drums"", ""high pitch"", ""irritating"", ""poor quality"", ""bizarre""]",,,10.0
musiccaps_-JVWfFPBl84_330_340,yt_-JVWfFPBl84,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-JVWfFPBl84_330_340.mp3,"This audio clip features the sound produced at a particular frequency by a Tibetan singing bowl. This produces a continuous ringing sound. Toward the end of the clip, some other animal sounds can be heard. There are no other instruments in this song. This song can be played at a meditation center.",train,-1,"[""low quality audio"", ""tibetan singing bowl"", ""animal sounds"", ""no other instruments"", ""no voices"", ""instrumental"", ""meditation music""]",,,10.0
musiccaps_-JvB5AL59fM_30_40,yt_-JvB5AL59fM,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-JvB5AL59fM_30_40.mp3,An acoustic drum is playing a simple rock groove with some drum fills on the toms and snare along with a distorted e-bass and e-guitar playing the same line. Panned to the right side of the speaker you can hear a piano sound playing a little melody. A female voice is singing a happy sounding melody while male backing voices are supporting her. This song may be playing sitting in your room enjoying being at home alone.,test,-1,"[""rock"", ""e-guitars"", ""e-bass"", ""acoustic drums"", ""keys"", ""female voice singing"", ""male backing voice"", ""uptempo""]",,,10.0
musiccaps_-M-6VinyMiY_30_40,yt_-M-6VinyMiY,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-M-6VinyMiY_30_40.mp3,"The low quality recording features a rock song that consists of flat male vocal singing over sustained and arpeggiated electric guitar melodies, followed by snappy rimshots, soft kick, shimmering hi hats and groovy bass guitar. It sounds emotional and easygoing.",train,-1,"[""low quality"", ""rock"", ""flat male vocal"", ""groovy bass guitar"", ""sustained electric guitar melody"", ""arpeggiated electric guitar melody"", ""snappy rimshot"", ""soft kick"", ""shimmering hi hats"", ""easygoing"", ""emotional""]",,,10.0
musiccaps_-M6K3QoHh40_30_40,yt_-M6K3QoHh40,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-M6K3QoHh40_30_40.mp3,"The low quality recording features a R&B song playing on a speaker, judging by the reverberant and boomy sound of it. The song consists of passionate male vocal singing over shimmering hi hats, claps, groovy bass and ""4 on the floor"" kick pattern, It sounds passionate, like something you would dance to with your partner.",test,-1,"[""low quality"", ""r&b"", ""boomy"", ""passionate male vocal"", ""claps"", ""shimmering hi hats"", ""groovy bass"", ""noisy"", ""passionate"", ""speaker"", ""reverberant"", ""4 on the floor kick""]",,,10.0
musiccaps_-NmjCyqIavI_30_40,yt_-NmjCyqIavI,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-NmjCyqIavI_30_40.mp3,This is an amateur recording of a female voice beatboxing. It is a funny recording. It could be playing in the background of comedic social media content.,train,-1,"[""amateur recording"", ""beatboxing"", ""female voice"", ""funny"", ""comedic""]",,,10.0
musiccaps_-O9mnfC61Ac_0_10,yt_-O9mnfC61Ac,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-O9mnfC61Ac_0_10.mp3,"This is a country music piece. There is a fiddle playing the main melody. The acoustic guitar and the electric guitar are playing gently in the background. The song has a slow tempo. The atmosphere is sentimental. This piece can be used in the soundtrack of an American drama movie, especially during the scenes where the feeling of longing is emphasized.",train,-1,"[""country music"", ""fiddle"", ""acoustic guitar"", ""electric guitar"", ""gentle playing"", ""slow tempo"", ""easygoing"", ""sentimental"", ""longing""]",,,10.0
musiccaps_-OAyRsvFGgc_30_40,yt_-OAyRsvFGgc,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-OAyRsvFGgc_30_40.mp3,"The low quality recording features a cover of a rock song that consists of an electric guitar solo melody played over playback instrumental. The instrumental features a punchy kick and snare hits, soft cymbals and smooth bass. It sounds passionate, even though the recording is muffled and noisy, as it was probably recorded with a phone.",test,-1,"[""low quality"", ""noisy"", ""cover"", ""rock"", ""electric guitar solo melody"", ""playback instrumental"", ""punchy snare"", ""punchy kick"", ""smooth bass"", ""soft cymbals"", ""passionate"", ""muffled""]",,,10.0
musiccaps_-OUIEnuNd1I_30_40,yt_-OUIEnuNd1I,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-OUIEnuNd1I_30_40.mp3,This is a classical music piece belonging to the baroque period. The piece is being performed with a harp. There is a catchy tune being played with a positive aura. This piece could suit well as wedding music. It could be used in the soundtrack of a documentary. It could also be playing in the background of a classy restaurant or a museum.,test,-1,"[""classical"", ""baroque"", ""canon"", ""single instrument"", ""instrumental"", ""harp"", ""catchy"", ""iconic"", ""calming"", ""hopeful"", ""positive"", ""wedding music""]",,,10.0
musiccaps_-Q9MTRXS4bE_30_40,yt_-Q9MTRXS4bE,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-Q9MTRXS4bE_30_40.mp3,"This music is a spirited instrumental. The tempo is fast with an animated Piano harmony, synthesiser  arrangements, synthesised violins, rhythmic digital drums, funky bass lines and electronic sounds. The music is superimposed over sounds of tapping and rhythmic beeping. The music is happy, perky, upbeat, enthusiastic, lively and spirited.",test,-1,"[""instrumental"", ""fast tempo"", ""happy"", ""perky"", ""punchy"", ""background sounds super imposed by music"", ""digital pads"", ""lively"", ""synthesised violins"", ""upbeat"", ""synthesiser arrangements"", ""lively piano harmony"", ""punchy digital drum rhythm"", ""sound of beeping"", ""funky bass line"", ""tapping""]",,,10.0
musiccaps_-QuWdnmn-kM_30_40,yt_-QuWdnmn-kM,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-QuWdnmn-kM_30_40.mp3,This is a lullaby that features a main melody made with a xylophone that has a bright sound. A sustained piano synth creates a dreamy and sleepy ambience sound. A subtle cello plays single chords that bounce from one beat to the next. This is a song a baby could fall asleep to.,test,-1,"[""sustained piano synth"", ""lullaby"", ""bright xylophone"", ""mellow mellody"", ""bass guitar"", ""dreamy"", ""kids music"", ""slow tempo"", ""nostalgic"", ""cello"", ""no vocals"", ""sleepy""]",,,10.0
musiccaps_-R0267o4lLk_60_70,yt_-R0267o4lLk,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-R0267o4lLk_60_70.mp3,You can hear two people playing various percussive instruments. One is holding the same beat playing on congas while the other is playing a solo changing rhythms and percussive sounds in a complex manner. This song may be playing live demonstrating a solo run.,train,-1,"[""latin percussion"", ""complex rhythms"", ""medium to uptempo""]",,,10.0
musiccaps_-RYtUAsNhF0_30_40,yt_-RYtUAsNhF0,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-RYtUAsNhF0_30_40.mp3,"This is a poor quality instrumental piece played in the background of a sign language video. There is an optimistic sounding tune being played by the strings, the piano and the acoustic guitar. The atmosphere is mellow and gentle. Samples from this piece could be lifted to be used in beat-making.",test,-1,"[""poor quality"", ""no singer"", ""instrumental"", ""piano"", ""strings"", ""acoustic guitar"", ""gentle"", ""mellow"", ""optimistic""]",,,10.0
musiccaps_-SD43H5B5hE_520_530,yt_-SD43H5B5hE,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-SD43H5B5hE_520_530.mp3,There is a low sound that reminds of a heartbeat rising in tempo before a splash-like metallic sound with reverb comes in and breaks the atmosphere in half. This audio may be used for a movie scene. This audio is in poor quality.,test,-1,"[""soundeffects"", ""cinematic"", ""amateur recording""]",,,10.0
musiccaps_-SWaCArvQug_21_31,yt_-SWaCArvQug,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-SWaCArvQug_21_31.mp3,Ambient sound still in the room with a mild background music playing.  A male singer sings a passionate melody with subtle background music. The audio quality is very poor with drawer sliding sound and general noise.,test,-1,"[""ambient room noise"", ""instrumental"", ""male singer"", ""beep tones"", ""wind noise"", ""doorsteps"", ""noise"", ""non musical tones"", ""home improvement video"", ""unimpressive sounds"", ""drawer closing"", ""home video"", ""passionate singing"", ""medium tempo""]",,,10.0
musiccaps_-T4GeTHKtJQ_30_40,yt_-T4GeTHKtJQ,B:\CSE425_Project\gnn-bert-music-context\data\raw\musiccaps\audio\-T4GeTHKtJQ_30_40.mp3,"The low quality recording features a compilation of rock songs and it consists of punchy kicks, wide electric guitar melodies, distorted bass guitar, energetic crash cymbals, shimmering hi hats and harmonizing male vocals singing over it. It sounds energetic.",val,-1,"[""low quality"", ""rock"", ""punchy kick"", ""punchy kick"", ""wide electric guitar melodies"", ""distorted bass guitar"", ""energetic crash cymbal"", ""shimmering hi hats"", ""harmonizing male vocals"", ""energetic"", ""compilation""]",,,10.0
